Transaction Type,Timekeeper Nickname 1,Client Nickname 1,Activity Nickname 1,Reference Nickname 1,Extra,Transaction Date,Hold
Expense,ElvisP,Sturbridge,Consultants,OOO-Project,Slip: e1340,6/17/2013,No
Expense,JamesR,Sudbury,Hand Tools,SUDBU-Project01,Slip: e1341,6/17/2013,No
Expense,SamS,Sunderland,Power Tools,SUNDE-Project02,Slip: e1342,6/17/2013,No
Expense,ShawnR,Sutton,Cleanup Supplies,UUU-Project,Slip: e1343,6/17/2013,No
Expense,TomH,Swampscott,Pavers,,Slip: e1344,6/17/2013,No
Expense,CoreyM,Swansea,Wood,AAA-Project,Slip: e1345,6/18/2013,No
Expense,ElvisP,Taunton,First aid,EEE-Project,Slip: e1346,6/18/2013,No
Expense,JamesR,Templeton,Plants,III-Project,Slip: e1347,6/18/2013,No
Expense,SamS,Tewksbury,Landscape Supplies,OOO-Project,Slip: e1348,6/18/2013,No
Expense,ShawnR,Tisbury,Snacks,TISBU-Project01,Slip: e1349,6/18/2013,No
Expense,TomH,Tolland,Consultants,TOLLA-Project02,Slip: e1350,6/18/2013,Yes
Expense,CoreyM,Topsfield,Hand Tools,UUU-Project,Slip: e1351,6/18/2013,No
Expense,ElvisP,Townsend,Power Tools,,Slip: e1352,6/18/2013,No
Expense,JamesR,Truro,Cleanup Supplies,AAA-Project,Slip: e1353,6/19/2013,No
Expense,SamS,Tyngsborough,Pavers,EEE-Project,Slip: e1354,6/19/2013,No
Expense,ShawnR,Tyringham,Wood,III-Project,Slip: e1355,6/19/2013,No
Expense,TomH,Upton,First aid,OOO-Project,Slip: e1356,6/19/2013,No
Expense,CoreyM,Uxbridge,Plants,UUU-Project,Slip: e1357,6/19/2013,No
Expense,ElvisP,Wakefield,Landscape Supplies,WAKEF-Project01,Slip: e1358,6/19/2013,No
Expense,JamesR,Wales,Snacks,WALES-Project02,Slip: e1359,6/19/2013,No
Expense,SamS,Walpole,Consultants,,Slip: e1360,6/19/2013,No
Expense,ShawnR,Waltham,Hand Tools,AAA-Project,Slip: e1361,6/20/2013,No
Expense,TomH,Ware,Power Tools,EEE-Project,Slip: e1362,6/20/2013,No
Expense,CoreyM,Wareham,Cleanup Supplies,III-Project,Slip: e1363,6/20/2013,No
Expense,ElvisP,Warren,Pavers,OOO-Project,Slip: e1364,6/20/2013,No
Expense,JamesR,Warwick,Wood,UUU-Project,Slip: e1365,6/20/2013,No
Expense,SamS,Washington,First aid,WASHI-Project01,Slip: e1366,6/20/2013,No
Expense,ShawnR,Watertown,Plants,WATER-Project02,Slip: e1367,6/20/2013,No
Expense,TomH,Wayland,Landscape Supplies,,Slip: e1368,6/20/2013,No
Expense,CoreyM,Webster,Snacks,AAA-Project,Slip: e1369,6/21/2013,No
Expense,ElvisP,Wellesley,Consultants,EEE-Project,Slip: e1370,6/21/2013,No
Expense,JamesR,Wellfleet,Hand Tools,III-Project,Slip: e1371,6/21/2013,No
Expense,SamS,Wendell,Power Tools,OOO-Project,Slip: e1372,6/21/2013,No
Expense,ShawnR,Wenham,Cleanup Supplies,UUU-Project,Slip: e1373,6/21/2013,No
Expense,TomH,West Boylston,Pavers,WESTB-Project01,Slip: e1374,6/21/2013,No
Expense,CoreyM,West Bridgewater,Wood,WESTB-Project02,Slip: e1375,6/21/2013,Yes
Expense,ElvisP,West Brookfield,First aid,,Slip: e1376,6/21/2013,No
Expense,JamesR,West Newbury,Plants,AAA-Project,Slip: e1377,6/22/2013,No
Expense,SamS,West Springfield,Landscape Supplies,EEE-Project,Slip: e1378,6/22/2013,No
Expense,ShawnR,West Stockbridge,Snacks,III-Project,Slip: e1379,6/22/2013,No
Expense,TomH,West Tisbury,Consultants,OOO-Project,Slip: e1380,6/22/2013,No
Expense,CoreyM,Westborough,Hand Tools,UUU-Project,Slip: e1381,6/22/2013,No
Expense,ElvisP,Westfield,Power Tools,WESTF-Project01,Slip: e1382,6/22/2013,No
Expense,JamesR,Westford,Cleanup Supplies,WESTF-Project02,Slip: e1383,6/22/2013,No
Expense,SamS,Westhampton,Pavers,,Slip: e1384,6/22/2013,No
Expense,ShawnR,Westminster,Wood,AAA-Project,Slip: e1385,6/23/2013,No
Expense,TomH,Weston,First aid,EEE-Project,Slip: e1386,6/23/2013,No
Expense,CoreyM,Westport,Plants,III-Project,Slip: e1387,6/23/2013,No
Expense,ElvisP,Westwood,Landscape Supplies,OOO-Project,Slip: e1388,6/23/2013,No
Expense,JamesR,Weymouth,Snacks,UUU-Project,Slip: e1389,6/23/2013,No
Expense,SamS,Whately,Consultants,WHATE-Project01,Slip: e1390,6/23/2013,No
Expense,ShawnR,Whitman,Hand Tools,WHITM-Project02,Slip: e1391,6/23/2013,No
Expense,TomH,Wilbraham,Power Tools,,Slip: e1392,6/23/2013,No
Expense,CoreyM,Williamsburg,Cleanup Supplies,AAA-Project,Slip: e1393,6/24/2013,No
Expense,ElvisP,Williamstown,Pavers,EEE-Project,Slip: e1394,6/24/2013,No
Expense,JamesR,Wilmington,Wood,III-Project,Slip: e1395,6/24/2013,No
Expense,SamS,Winchendon,First aid,OOO-Project,Slip: e1396,6/24/2013,No
Expense,ShawnR,Winchester,Plants,UUU-Project,Slip: e1397,6/24/2013,No
Expense,TomH,Windsor,Landscape Supplies,WINDS-Project01,Slip: e1398,6/24/2013,No
Expense,CoreyM,Winthrop,Snacks,WINTH-Project02,Slip: e1399,6/24/2013,No
Expense,ElvisP,Woburn,Consultants,,Slip: e1400,6/24/2013,Yes
Expense,JamesR,Worcester,Hand Tools,AAA-Project,Slip: e1401,6/25/2013,No
Expense,SamS,Worthington,Power Tools,EEE-Project,Slip: e1402,6/25/2013,No
Expense,ShawnR,Wrentham,Cleanup Supplies,III-Project,Slip: e1403,6/25/2013,No
Expense,TomH,Yarmouth,Pavers,OOO-Project,Slip: e1404,6/25/2013,No
Time,CoreyM,Abington,Build Structure,III-Project,Slip: t1405,6/25/2013,No
Time,ElvisP,Acton,DemoS,OOO-Project,Slip: t1406,6/25/2013,No
Time,JamesR,Acushnet,Fix,UUU-Project,Slip: t1407,6/25/2013,No
Time,SamS,Adams,DesignS,,Slip: t1408,6/25/2013,No
Time,ShawnR,Agawam,Bid,AAA-Project,Slip: t1409,6/26/2013,No
Time,TomH,Alford,Clean,ALFOR-Project01,Slip: t1410,6/26/2013,No
Time,CoreyM,Amesbury,DesignL,AMESB-Project02,Slip: t1411,6/26/2013,No
Time,ElvisP,Amherst,Planting,EEE-Project,Slip: t1412,6/26/2013,No
Time,JamesR,Andover,Lot Maintenance,III-Project,Slip: t1413,6/26/2013,No
Time,SamS,Aquinnah,Water Feature,OOO-Project,Slip: t1414,6/26/2013,No
Time,ShawnR,Arlington,Pave,UUU-Project,Slip: t1415,6/26/2013,No
Time,TomH,Ashburnham,DemoL,,Slip: t1416,6/26/2013,No
Time,CoreyM,Ashby,Build Structure,AAA-Project,Slip: t1417,6/27/2013,No
Time,ElvisP,Ashfield,DemoS,ASHFI-Project01,Slip: t1418,6/27/2013,No
Time,JamesR,Ashland,Fix,ASHLA-Project02,Slip: t1419,6/27/2013,No
Time,SamS,Athol,DesignS,EEE-Project,Slip: t1420,6/27/2013,No
Time,ShawnR,Attleboro,Bid,III-Project,Slip: t1421,6/27/2013,No
Time,TomH,Auburn,Clean,OOO-Project,Slip: t1422,6/27/2013,No
Time,CoreyM,Avon,DesignL,UUU-Project,Slip: t1423,6/27/2013,No
Time,ElvisP,Ayer,Planting,,Slip: t1424,6/27/2013,No
Time,JamesR,Barnstable,Lot Maintenance,AAA-Project,Slip: t1425,6/28/2013,Yes
Time,SamS,Barre,Water Feature,BARRE-Project01,Slip: t1426,6/28/2013,No
Time,ShawnR,Becket,Pave,BECKE-Project02,Slip: t1427,6/28/2013,No
Time,TomH,Bedford,DemoL,EEE-Project,Slip: t1428,6/28/2013,No
Time,CoreyM,Belchertown,Build Structure,III-Project,Slip: t1429,6/28/2013,No
Time,ElvisP,Bellingham,DemoS,OOO-Project,Slip: t1430,6/28/2013,No
Time,JamesR,Belmont,Fix,UUU-Project,Slip: t1431,6/28/2013,No
Time,SamS,Berkley,DesignS,,Slip: t1432,6/28/2013,No
Time,ShawnR,Berlin,Bid,AAA-Project,Slip: t1433,6/29/2013,No
Time,TomH,Bernardston,Clean,BERNA-Project01,Slip: t1434,6/29/2013,No
Time,CoreyM,Beverly,DesignL,BEVER-Project02,Slip: t1435,6/29/2013,No
Time,ElvisP,Billerica,Planting,EEE-Project,Slip: t1436,6/29/2013,No
Time,JamesR,Blackstone,Lot Maintenance,III-Project,Slip: t1437,6/29/2013,No
Time,SamS,Blandford,Water Feature,OOO-Project,Slip: t1438,6/29/2013,No
Time,ShawnR,Bolton,Pave,UUU-Project,Slip: t1439,6/29/2013,No
Time,TomH,Boston,DemoL,,Slip: t1440,6/29/2013,No
Time,CoreyM,Bourne,Build Structure,AAA-Project,Slip: t1441,6/30/2013,No
Time,ElvisP,Boxborough,DemoS,BOXBO-Project01,Slip: t1442,6/30/2013,No
Time,JamesR,Boxford,Fix,BOXFO-Project02,Slip: t1443,6/30/2013,No
Time,SamS,Boylston,DesignS,EEE-Project,Slip: t1444,6/30/2013,No
Time,ShawnR,Braintree,Bid,III-Project,Slip: t1445,6/30/2013,No
Time,TomH,Brewster,Clean,OOO-Project,Slip: t1446,6/30/2013,No
Time,CoreyM,Bridgewater,DesignL,UUU-Project,Slip: t1447,6/30/2013,No
Time,ElvisP,Brimfield,Planting,,Slip: t1448,6/30/2013,No
Time,JamesR,Brockton,Lot Maintenance,AAA-Project,Slip: t1449,7/1/2013,No
Time,SamS,Brookfield,Water Feature,BROOK-Project01,Slip: t1450,7/1/2013,Yes
Time,ShawnR,Brookline,Pave,BROOK-Project02,Slip: t1451,7/1/2013,No
Time,TomH,Buckland,DemoL,EEE-Project,Slip: t1452,7/1/2013,No
Time,CoreyM,Burlington,Build Structure,III-Project,Slip: t1453,7/1/2013,No
Time,ElvisP,Cambridge,DemoS,OOO-Project,Slip: t1454,7/1/2013,No
Time,JamesR,Canton,Fix,UUU-Project,Slip: t1455,7/1/2013,No
Time,SamS,Carlisle,DesignS,,Slip: t1456,7/1/2013,No
Time,ShawnR,Carver,Bid,AAA-Project,Slip: t1457,7/2/2013,No
Time,TomH,Charlemont,Clean,CHARL-Project01,Slip: t1458,7/2/2013,No
Time,CoreyM,Charlton,DesignL,CHARL-Project02,Slip: t1459,7/2/2013,No
Time,ElvisP,Chatham,Planting,EEE-Project,Slip: t1460,7/2/2013,No
Time,JamesR,Chelmsford,Lot Maintenance,III-Project,Slip: t1461,7/2/2013,No
Time,SamS,Chelsea,Water Feature,OOO-Project,Slip: t1462,7/2/2013,No
Time,ShawnR,Cheshire,Pave,UUU-Project,Slip: t1463,7/2/2013,No
Time,TomH,Chester,DemoL,,Slip: t1464,7/2/2013,No
Time,CoreyM,Chesterfield,Build Structure,AAA-Project,Slip: t1465,7/3/2013,No
Time,ElvisP,Chicopee,DemoS,CHICO-Project01,Slip: t1466,7/3/2013,No
Time,JamesR,Chilmark,Fix,CHILM-Project02,Slip: t1467,7/3/2013,No
Time,SamS,Clarksburg,DesignS,EEE-Project,Slip: t1468,7/3/2013,No
Time,ShawnR,Clinton,Bid,III-Project,Slip: t1469,7/3/2013,No
Time,TomH,Cohasset,Clean,OOO-Project,Slip: t1470,7/3/2013,No
Time,CoreyM,Colrain,DesignL,UUU-Project,Slip: t1471,7/3/2013,No
Time,ElvisP,Concord,Planting,,Slip: t1472,7/3/2013,No
Time,JamesR,Conway,Lot Maintenance,AAA-Project,Slip: t1473,7/4/2013,No
Time,SamS,Cummington,Water Feature,CUMMI-Project01,Slip: t1474,7/4/2013,No
Time,ShawnR,Dalton,Pave,DALTO-Project02,Slip: t1475,7/4/2013,Yes
Time,TomH,Danvers,DemoL,EEE-Project,Slip: t1476,7/4/2013,No
Time,CoreyM,Dartmouth,Build Structure,III-Project,Slip: t1477,7/4/2013,No
Time,ElvisP,Dedham,DemoS,OOO-Project,Slip: t1478,7/4/2013,No
Time,JamesR,Deerfield,Fix,UUU-Project,Slip: t1479,7/4/2013,No
Time,SamS,Dennis,DesignS,,Slip: t1480,7/4/2013,No
Time,ShawnR,Dighton,Bid,AAA-Project,Slip: t1481,7/5/2013,No
Time,TomH,Douglas,Clean,DOUGL-Project01,Slip: t1482,7/5/2013,No
Time,CoreyM,Dover,DesignL,DOVER-Project02,Slip: t1483,7/5/2013,No
Time,ElvisP,Dracut,Planting,EEE-Project,Slip: t1484,7/5/2013,No
Time,JamesR,Dudley,Lot Maintenance,III-Project,Slip: t1485,7/5/2013,No
Time,SamS,Dunstable,Water Feature,OOO-Project,Slip: t1486,7/5/2013,No
Time,ShawnR,Duxbury,Pave,UUU-Project,Slip: t1487,7/5/2013,No
Time,TomH,East Bridgewater,DemoL,,Slip: t1488,7/5/2013,No
Time,CoreyM,East Brookfield,Build Structure,AAA-Project,Slip: t1489,7/6/2013,No
Time,ElvisP,East Longmeadow,DemoS,EASTL-Project01,Slip: t1490,7/6/2013,No
Time,JamesR,Eastham,Fix,EASTH-Project02,Slip: t1491,7/6/2013,No
Time,SamS,Easthampton,DesignS,EEE-Project,Slip: t1492,7/6/2013,No
Time,ShawnR,Easton,Bid,III-Project,Slip: t1493,7/6/2013,No
Time,TomH,Edgartown,Clean,OOO-Project,Slip: t1494,7/6/2013,No
Time,CoreyM,Egremont,DesignL,UUU-Project,Slip: t1495,7/6/2013,No
Time,ElvisP,Erving,Planting,,Slip: t1496,7/6/2013,No
Time,JamesR,Essex,Lot Maintenance,AAA-Project,Slip: t1497,7/7/2013,No
Time,SamS,Everett,Water Feature,EEE-Project,Slip: t1498,7/7/2013,No
Time,ShawnR,Fairhaven,Pave,FAIRH-Project01,Slip: t1499,7/7/2013,No
Time,TomH,Fall River,DemoL,FALLR-Project02,Slip: t1500,7/7/2013,Yes
Time,CoreyM,Falmouth,Build Structure,III-Project,Slip: t1501,7/7/2013,No
Time,ElvisP,Fitchburg,DemoS,OOO-Project,Slip: t1502,7/7/2013,No
Time,JamesR,Florida,Fix,UUU-Project,Slip: t1503,7/7/2013,No
Time,SamS,Foxborough,DesignS,,Slip: t1504,7/7/2013,No
Time,ShawnR,Framingham,Bid,AAA-Project,Slip: t1505,7/8/2013,No
Time,TomH,Franklin,Clean,EEE-Project,Slip: t1506,7/8/2013,No
Time,CoreyM,Freetown,DesignL,FREET-Project01,Slip: t1507,7/8/2013,No
Time,ElvisP,Gardner,Planting,GARDN-Project02,Slip: t1508,7/8/2013,No
Time,JamesR,Georgetown,Lot Maintenance,III-Project,Slip: t1509,7/8/2013,No
Time,SamS,Gill,Water Feature,OOO-Project,Slip: t1510,7/8/2013,No
Time,ShawnR,Gloucester,Pave,UUU-Project,Slip: t1511,7/8/2013,No
Time,TomH,Goshen,DemoL,,Slip: t1512,7/8/2013,No
Time,CoreyM,Gosnold,Build Structure,AAA-Project,Slip: t1513,7/9/2013,No
Time,ElvisP,Grafton,DemoS,EEE-Project,Slip: t1514,7/9/2013,No
Time,JamesR,Granby,Fix,GRANB-Project01,Slip: t1515,7/9/2013,No
Time,SamS,Granville,DesignS,GRANV-Project02,Slip: t1516,7/9/2013,No
Time,ShawnR,Great Barrington,Bid,III-Project,Slip: t1517,7/9/2013,No
Time,TomH,Greenfield,Clean,OOO-Project,Slip: t1518,7/9/2013,No
Time,CoreyM,Groton,DesignL,UUU-Project,Slip: t1519,7/9/2013,No
Time,ElvisP,Groveland,Planting,,Slip: t1520,7/9/2013,No
Time,JamesR,Hadley,Lot Maintenance,AAA-Project,Slip: t1521,7/10/2013,No
Time,SamS,Halifax,Water Feature,EEE-Project,Slip: t1522,7/10/2013,No
Time,ShawnR,Hamilton,Pave,HAMIL-Project01,Slip: t1523,7/10/2013,No
Time,TomH,Hampden,DemoL,HAMPD-Project02,Slip: t1524,7/10/2013,No
Time,CoreyM,Hancock,Build Structure,III-Project,Slip: t1525,7/10/2013,Yes
Time,ElvisP,Hanover,DemoS,OOO-Project,Slip: t1526,7/10/2013,No
Time,JamesR,Hanson,Fix,UUU-Project,Slip: t1527,7/10/2013,No
Time,SamS,Hardwick,DesignS,,Slip: t1528,7/10/2013,No
Time,ShawnR,Harvard,Bid,AAA-Project,Slip: t1529,7/11/2013,No
Time,TomH,Harwich,Clean,EEE-Project,Slip: t1530,7/11/2013,No
Time,CoreyM,Hatfield,DesignL,HATFI-Project01,Slip: t1531,7/11/2013,No
Time,ElvisP,Haverhill,Planting,HAVER-Project02,Slip: t1532,7/11/2013,No
Time,JamesR,Hawley,Lot Maintenance,III-Project,Slip: t1533,7/11/2013,No
Time,SamS,Heath,Water Feature,OOO-Project,Slip: t1534,7/11/2013,No
Time,ShawnR,Hingham,Pave,UUU-Project,Slip: t1535,7/11/2013,No
Time,TomH,Hinsdale,DemoL,,Slip: t1536,7/11/2013,No
Time,CoreyM,Holbrook,Build Structure,AAA-Project,Slip: t1537,7/12/2013,No
Time,ElvisP,Holden,DemoS,EEE-Project,Slip: t1538,7/12/2013,No
Time,JamesR,Holland,Fix,HOLLA-Project01,Slip: t1539,7/12/2013,No
Time,SamS,Holliston,DesignS,HOLLI-Project02,Slip: t1540,7/12/2013,No
Time,ShawnR,Holyoke,Bid,III-Project,Slip: t1541,7/12/2013,No
Time,TomH,Hopedale,Clean,OOO-Project,Slip: t1542,7/12/2013,No
Time,CoreyM,Hopkinton,DesignL,UUU-Project,Slip: t1543,7/12/2013,No
Time,ElvisP,Hubbardston,Planting,,Slip: t1544,7/12/2013,No
Time,JamesR,Hudson,Lot Maintenance,AAA-Project,Slip: t1545,7/13/2013,No
Time,SamS,Hull,Water Feature,EEE-Project,Slip: t1546,7/13/2013,No
Time,ShawnR,Huntington,Pave,HUNTI-Project01,Slip: t1547,7/13/2013,No
Time,TomH,Ipswich,DemoL,IPSWI-Project01,Slip: t1548,7/13/2013,No
Time,CoreyM,Kingston,Build Structure,KINGS-Project02,Slip: t1549,7/13/2013,No
Time,ElvisP,Lakeville,DemoS,OOO-Project,Slip: t1550,7/13/2013,Yes
Time,JamesR,Lancaster,Fix,UUU-Project,Slip: t1551,7/13/2013,No
Time,SamS,Lanesborough,DesignS,,Slip: t1552,7/13/2013,No
Time,ShawnR,Lawrence,Bid,AAA-Project,Slip: t1553,7/14/2013,No
Time,TomH,Lee,Clean,EEE-Project,Slip: t1554,7/14/2013,No
Time,CoreyM,Leicester,DesignL,III-Project,Slip: t1555,7/14/2013,No
Time,ElvisP,Lenox,Planting,LENOX-Project01,Slip: t1556,7/14/2013,No
Time,JamesR,Leominster,Lot Maintenance,LEOMI-Project02,Slip: t1557,7/14/2013,No
Time,SamS,Leverett,Water Feature,OOO-Project,Slip: t1558,7/14/2013,No
Time,ShawnR,Lexington,Pave,UUU-Project,Slip: t1559,7/14/2013,No
Time,TomH,Leyden,DemoL,,Slip: t1560,7/14/2013,No
Time,CoreyM,Lincoln,Build Structure,AAA-Project,Slip: t1561,7/15/2013,No
Time,ElvisP,Littleton,DemoS,EEE-Project,Slip: t1562,7/15/2013,No
Time,JamesR,Longmeadow,Fix,III-Project,Slip: t1563,7/15/2013,No
Time,SamS,Lowell,DesignS,LOWEL-Project01,Slip: t1564,7/15/2013,No
Time,ShawnR,Ludlow,Bid,LUDLO-Project02,Slip: t1565,7/15/2013,No
Time,TomH,Lunenburg,Clean,OOO-Project,Slip: t1566,7/15/2013,No
Time,CoreyM,Lynn,DesignL,UUU-Project,Slip: t1567,7/15/2013,No
Time,ElvisP,Lynnfield,Planting,,Slip: t1568,7/15/2013,No
Time,JamesR,Malden,Lot Maintenance,AAA-Project,Slip: t1569,7/16/2013,No
Time,SamS,Manchester-by-the-Sea,Water Feature,EEE-Project,Slip: t1570,7/16/2013,No
Time,ShawnR,Mansfield,Pave,III-Project,Slip: t1571,7/16/2013,No
Time,TomH,Marblehead,DemoL,MARBL-Project01,Slip: t1572,7/16/2013,No
Time,CoreyM,Marion,Build Structure,MARIO-Project02,Slip: t1573,7/16/2013,No
Time,ElvisP,Marlborough,DemoS,OOO-Project,Slip: t1574,7/16/2013,No
Time,JamesR,Marshfield,Fix,UUU-Project,Slip: t1575,7/16/2013,Yes
Time,SamS,Mashpee,DesignS,,Slip: t1576,7/16/2013,No
Time,ShawnR,Mattapoisett,Bid,AAA-Project,Slip: t1577,7/17/2013,No
Time,TomH,Maynard,Clean,EEE-Project,Slip: t1578,7/17/2013,No
Time,CoreyM,Medfield,DesignL,III-Project,Slip: t1579,7/17/2013,No
Time,ElvisP,Medford,Planting,MEDFO-Project01,Slip: t1580,7/17/2013,No
Time,JamesR,Medway,Lot Maintenance,MEDWA-Project02,Slip: t1581,7/17/2013,No
Time,SamS,Melrose,Water Feature,OOO-Project,Slip: t1582,7/17/2013,No
Time,ShawnR,Mendon,Pave,UUU-Project,Slip: t1583,7/17/2013,No
Time,TomH,Merrimac,DemoL,,Slip: t1584,7/17/2013,No
Time,CoreyM,Methuen,Build Structure,AAA-Project,Slip: t1585,7/18/2013,No
Time,ElvisP,Middleborough,DemoS,EEE-Project,Slip: t1586,7/18/2013,No
Time,JamesR,Middlefield,Fix,III-Project,Slip: t1587,7/18/2013,No
Time,SamS,Middleton,DesignS,MIDDL-Project01,Slip: t1588,7/18/2013,No
Time,ShawnR,Milford,Bid,MILFO-Project02,Slip: t1589,7/18/2013,No
Time,TomH,Millbury,Clean,OOO-Project,Slip: t1590,7/18/2013,No
Time,CoreyM,Millis,DesignL,UUU-Project,Slip: t1591,7/18/2013,No
Time,ElvisP,Millville,Planting,,Slip: t1592,7/18/2013,No
Time,JamesR,Milton,Lot Maintenance,AAA-Project,Slip: t1593,7/19/2013,No
Time,SamS,Monroe,Water Feature,EEE-Project,Slip: t1594,7/19/2013,No
Time,ShawnR,Monson,Pave,III-Project,Slip: t1595,7/19/2013,No
Time,TomH,Montague,DemoL,MONTA-Project01,Slip: t1596,7/19/2013,No
Time,CoreyM,Monterey,Build Structure,MONTE-Project02,Slip: t1597,7/19/2013,No
Time,ElvisP,Montgomery,DemoS,OOO-Project,Slip: t1598,7/19/2013,No
Time,JamesR,Mount Washington,Fix,UUU-Project,Slip: t1599,7/19/2013,No
Time,SamS,Nahant,DesignS,,Slip: t1600,7/19/2013,Yes
Time,ShawnR,Nantucket,Bid,AAA-Project,Slip: t1601,7/20/2013,No
Time,TomH,Natick,Clean,EEE-Project,Slip: t1602,7/20/2013,No
Time,CoreyM,Needham,DesignL,III-Project,Slip: t1603,7/20/2013,No
Time,ElvisP,New Ashford,Planting,NEWAS-Project01,Slip: t1604,7/20/2013,No
Time,JamesR,New Bedford,Lot Maintenance,NEWBE-Project02,Slip: t1605,7/20/2013,No
Time,SamS,New Braintree,Water Feature,OOO-Project,Slip: t1606,7/20/2013,No
Time,ShawnR,New Marlborough,Pave,UUU-Project,Slip: t1607,7/20/2013,No
Time,TomH,New Salem,DemoL,,Slip: t1608,7/20/2013,No
Time,CoreyM,Newbury,Build Structure,AAA-Project,Slip: t1609,7/21/2013,No
Time,ElvisP,Newburyport,DemoS,EEE-Project,Slip: t1610,7/21/2013,No
Time,JamesR,Newton,Fix,III-Project,Slip: t1611,7/21/2013,No
Time,SamS,Norfolk,DesignS,NORFO-Project01,Slip: t1612,7/21/2013,No
Time,ShawnR,North Adams,Bid,NORTH-Project02,Slip: t1613,7/21/2013,No
Time,TomH,North Andover,Clean,OOO-Project,Slip: t1614,7/21/2013,No
Time,CoreyM,North Attleborough,DesignL,UUU-Project,Slip: t1615,7/21/2013,No
Time,ElvisP,North Brookfield,Planting,,Slip: t1616,7/21/2013,No
Time,JamesR,North Reading,Lot Maintenance,AAA-Project,Slip: t1617,7/22/2013,No
Time,SamS,Northampton,Water Feature,EEE-Project,Slip: t1618,7/22/2013,No
Time,ShawnR,Northborough,Pave,III-Project,Slip: t1619,7/22/2013,No
Time,TomH,Northbridge,DemoL,NORTH-Project01,Slip: t1620,7/22/2013,No
Time,CoreyM,Northfield,Build Structure,NORTH-Project02,Slip: t1621,7/22/2013,No
Time,ElvisP,Norton,DemoS,OOO-Project,Slip: t1622,7/22/2013,No
Time,JamesR,Norwell,Fix,UUU-Project,Slip: t1623,7/22/2013,No
Time,SamS,Norwood,DesignS,,Slip: t1624,7/22/2013,No
Time,ShawnR,Oak Bluffs,Bid,AAA-Project,Slip: t1625,7/23/2013,Yes
Time,TomH,Oakham,Clean,EEE-Project,Slip: t1626,7/23/2013,No
Time,CoreyM,Orange,DesignL,III-Project,Slip: t1627,7/23/2013,No
Time,ElvisP,Orleans,Planting,OOO-Project,Slip: t1628,7/23/2013,No
Time,JamesR,Otis,Lot Maintenance,OTIS-Project01,Slip: t1629,7/23/2013,No
Time,SamS,Oxford,Water Feature,OXFOR-Project02,Slip: t1630,7/23/2013,No
Time,ShawnR,Palmer,Pave,UUU-Project,Slip: t1631,7/23/2013,No
Time,TomH,Paxton,DemoL,,Slip: t1632,7/23/2013,No
Time,CoreyM,Peabody,Build Structure,AAA-Project,Slip: t1633,7/24/2013,No
Time,ElvisP,Pelham,DemoS,EEE-Project,Slip: t1634,7/24/2013,No
Time,JamesR,Pembroke,Fix,III-Project,Slip: t1635,7/24/2013,No
Time,SamS,Pepperell,DesignS,OOO-Project,Slip: t1636,7/24/2013,No
Time,ShawnR,Peru,Bid,PERU-Project01,Slip: t1637,7/24/2013,No
Time,TomH,Petersham,Clean,PETER-Project02,Slip: t1638,7/24/2013,No
Time,CoreyM,Phillipston,DesignL,UUU-Project,Slip: t1639,7/24/2013,No
Time,ElvisP,Pittsfield,Planting,,Slip: t1640,7/24/2013,No
Time,JamesR,Plainfield,Lot Maintenance,AAA-Project,Slip: t1641,7/25/2013,No
Time,SamS,Plainville,Water Feature,EEE-Project,Slip: t1642,7/25/2013,No
Time,ShawnR,Plymouth,Pave,III-Project,Slip: t1643,7/25/2013,No
Time,TomH,Plympton,DemoL,OOO-Project,Slip: t1644,7/25/2013,No
Time,CoreyM,Princeton,Build Structure,PRINC-Project01,Slip: t1645,7/25/2013,No
Time,ElvisP,Provincetown,DemoS,PROVI-Project02,Slip: t1646,7/25/2013,No
Time,JamesR,Quincy,Fix,UUU-Project,Slip: t1647,7/25/2013,No
Time,SamS,Randolph,DesignS,,Slip: t1648,7/25/2013,No
Time,ShawnR,Raynham,Bid,AAA-Project,Slip: t1649,7/26/2013,No
Time,TomH,Reading,Clean,EEE-Project,Slip: t1650,7/26/2013,Yes
Time,CoreyM,Rehoboth,DesignL,III-Project,Slip: t1651,7/26/2013,No
Time,ElvisP,Revere,Planting,OOO-Project,Slip: t1652,7/26/2013,No
Time,JamesR,Richmond,Lot Maintenance,RICHM-Project01,Slip: t1653,7/26/2013,No
Time,SamS,Rochester,Water Feature,ROCHE-Project02,Slip: t1654,7/26/2013,No
Time,ShawnR,Rockland,Pave,UUU-Project,Slip: t1655,7/26/2013,No
Time,TomH,Rockport,DemoL,,Slip: t1656,7/26/2013,No
Time,CoreyM,Rowe,Build Structure,AAA-Project,Slip: t1657,7/27/2013,No
Time,ElvisP,Rowley,DemoS,EEE-Project,Slip: t1658,7/27/2013,No
Time,JamesR,Royalston,Fix,III-Project,Slip: t1659,7/27/2013,No
Time,SamS,Russell,DesignS,OOO-Project,Slip: t1660,7/27/2013,No
Time,ShawnR,Rutland,Bid,RUTLA-Project01,Slip: t1661,7/27/2013,No
Time,TomH,Salem,Clean,SALEM-Project02,Slip: t1662,7/27/2013,No
Time,CoreyM,Salisbury,DesignL,UUU-Project,Slip: t1663,7/27/2013,No
Time,ElvisP,Sandisfield,Planting,,Slip: t1664,7/27/2013,No
Time,JamesR,Sandwich,Lot Maintenance,AAA-Project,Slip: t1665,7/28/2013,No
